01/01/1961,0,33.8,22.2,11.7,27.08,67,2.333333
02/01/1961,0,34.7,22.5,9.5,28.06,62.5,1.333333
03/01/1961,0.2,27.7,23.1,2.3,24.32,74.25,2
04/01/1961,2.4,29.4,20.6,8.7,23.56,57.5,2.333333
05/01/1961,0,32.5,18.8,10.1,25.22,63.5,3.666667
06/01/1961,3.8,26.2,21.9,0.4,23.06,80.75,2.666667
07/01/1961,1.6,27.8,15.2,11.7,21.34,57.25,1.666667
08/01/1961,0,33.1,16.4,12,23.86,62,1.333333
09/01/1961,0,35.7,20.6,12.2,27.2,61.25,1.666667
10/01/1961,26.9,26.7,20.7,2.7,22.84,88.25,2.666667
